Node,Closeness Centrality
10.1002/mus.20612,8.893611066972449e-05
10.1002/ana.21115,9.924357785503616e-05
10.1002/ana.21103,8.893611066972449e-05
10.1073/pnas.082545599,0.0009184876829415796
10.4161/auto.4270,9.924357785503616e-05
10.1016/j.nmd.2006.08.009,0.0001209531105108253
10.1002/mus.1178,0.0007002165012102597
8836611,8.893611066972449e-05
10774946,8.893611066972449e-05
15696783,8.893611066972449e-05
11411094,8.893611066972449e-05
16315367,8.893611066972449e-05
10.1074/jbc.m512649200,8.893611066972449e-05
10.1080/030097498442208,0.001726224004377798
10.1016/j.febslet.2004.08.062,0.00012547147383450556
10.1212/wnl.48.3.567,0.0013648709893428132
10.1007/s004010051053,8.893611066972449e-05
10.1001/jama.291.19.2367,0.0003274331141157023
10.1002/ana.410370709,0.001186360011140662
10.1002/ana.410410403,0.001745627049530186
10.1002/ana.410380504,0.003670009663473903
10.1016/0006-8993(93)91260-y,0.002797643287523292
10.1016/j.revmed.2004.04.007,8.893611066972449e-05
10.1159/000078488,0.00016261473746455402
10.1159/000074911,9.924357785503616e-05
10.1212/wnl.47.4.977,0.001971247717729998
10.1006/exnr.1994.1109,0.0007263854953111947
10.1097/00002281-199305060-00007,0.0029530276844976096
10.1097/bor.0b013e3282efe261,8.893611066972449e-05
10.1097/bor.0b013e3282efdc7c,8.893611066972449e-05
10.1097/00002281-199411000-00008,0.0009200850528249563
10.1097/00002281-199401000-00011,8.893611066972449e-05
10.1097/00002281-199411000-00004,0.0011554377657392065
10.1097/00002281-199511000-00005,0.0022660590771736984
10.1016/j.jns.2004.11.036,8.893611066972449e-05
10.1016/j.berh.2004.02.009,8.893611066972449e-05
10.1126/science.122.3159.108,0.0006787397737650951
10.1016/j.clinph.2007.03.023,8.893611066972449e-05
10.1097/00002281-199811000-00005,0.0019238121217892024
10.1097/01.bor.0000142339.24380.b7,8.893611066972449e-05
10.1097/01.bor.0000143441.27065.bc,0.00010992279540134752
10.1097/01.bor.0000141925.21941.d8,8.893611066972449e-05
10.1097/00002281-200311000-00009,0.0005598401115072485
10.1097/00002281-200111000-00003,0.0007133993647721826
10.1097/00002281-200211000-00004,0.0004718851214234837
10.1097/00002281-199911000-00002,0.000612794436203126
10.1074/jbc.275.12.8703,0.001222413938181062
10.1177/08830738030180030401,0.00012995259790002362
10.1038/ncprheum0140,0.0001524513163730194
10.1097/00005072-199607000-00003,0.0022125568995882677
10.1097/00005072-199805000-00003,0.0010934174540411555
10.1016/s0003-9993(97)90043-5,0.0013804456349463166
10.1111/j.1749-6632.1998.tb10908.x,0.0014660983092221248
9801848,8.893611066972449e-05
11774706,8.893611066972449e-05
10.1080/08916930600622132,8.893611066972449e-05
10.1093/brain/121.11.2119,0.001170964791207195
10.1074/jbc.m408473200,0.0002165005448412946
10.1097/01.wco.0000183115.14175.29,8.893611066972449e-05
10.1097/00019052-200410000-00006,0.00032273361709317036
10.1097/00019052-200110000-00007,0.0008741142980408245
10.1097/00019052-200210000-00002,0.0008672785998109548
10.1097/00019052-199910000-00006,0.0014193623531203662
10.1097/00019052-199810000-00007,0.0006598239184058922
10.1096/fj.06-5763fje,0.00011875396304699211
9033257,8.893611066972449e-05
10.1016/s0197-0186(01)00064-x,0.000156912143365395
10.1111/j.1445-5994.2000.tb00821.x,0.00013667018136816417
10.1212/wnl.51.6.1742,0.0011126861954999262
10.1212/01.wnl.0000277527.69388.fe,8.893611066972449e-05
10.1016/s0165-5728(97)00122-7,0.0015243115752126759
10.1016/s0165-5728(97)00246-4,0.001803914689777564
10.1016/s0165-5728(97)00245-2,0.0017169677221797015
10.1016/s0165-5728(98)00163-5,0.0011003573577164547
10.1016/0304-3940(95)11718-c,0.00039708587119740966
10.1046/j.1365-3083.2003.01251.x,0.00041843238230772004
10.1016/s0002-9440(10)65056-0,0.001092618744391776
10.1007/bf02444002,0.00015682400848094754
10.1212/wnl.54.8.1665,0.0011200789695326645
10.1212/wnl.43.6.1265-a,0.003206868564836722
10.1212/01.wnl.0000138574.56908.5d,0.0003765021907988485
10.1097/00125480-199805000-00003,0.0003875772696477672
10.1016/s0140-6736(01)06969-0,0.0005914872669691057
10.1016/0304-3940(94)90785-4,0.0018979957199510256
10.1016/0304-3940(94)11108-u,0.0020763833369221705
10.1016/s0733-8619(05)70337-6,0.0011650646141728748
10.1007/s10072-005-0390-0,8.893611066972449e-05
10.1093/brain/124.2.341,0.0007768219942574236
10.1093/brain/120.4.653,0.0019832878829860153
10.1093/brain/123.10.2030,0.000901187738113879
10.1093/brain/121.6.1089,0.0015730801640723615
10.1001/archneur.61.1.132,8.893611066972449e-05
10.1001/archneur.57.11.1561,0.00010992279540134752
10.1001/archneur.55.7.915,0.0019482160999873767
10.1136/bmj.329.7480.1464,8.893611066972449e-05
10.1073/pnas.93.3.1314,0.0021339511497622814
10.1016/j.nmd.2005.12.008,0.00010788718807910035
10.1212/wnl.51.2.598,0.0012028486128148374
10.1212/wnl.58.3.438,0.0009444000472774896
10.1212/wnl.57.9.1561,0.0005359723409706153
10.1212/wnl.42.11.2231-a,0.00015079868323427572
10.1007/s10072-003-0090-6,8.893611066972449e-05
10.1007/s100720070103,0.0007619442919608222
10.1097/00005792-200109000-00006,0.0006726050926692406
10.1016/s0002-9440(10)65681-7,0.0014840734461238772
10.1001/archneur.1991.00530240033013,0.0041714530123007415
9773019,8.893611066972449e-05
10.1016/s0960-8966(03)00140-8,0.00026659052928916597
7804466,0.003007538526071734
1321564,0.00474565293633971
10.1016/s0002-9440(10)64983-8,0.001064431677663948
10.1097/00019052-199312000-00008,0.00018992800523023385
10.1097/00019052-199606000-00015,0.001840542510574602
10.1097/00019052-199710000-00010,0.0014289963402175179
10.1136/jnnp.68.2.230,0.0007638230801744452
10.1212/01.wnl.0000237005.54105.d7,8.893611066972449e-05
12407303,0.0006299641172438818
10617916,8.893611066972449e-05
1327303,0.002966561215755953
10.1016/j.neurobiolaging.2005.02.011,0.00020339378782417388
10.1016/j.neurobiolaging.2004.06.013,0.0001276727277614267
10.1136/jnnp.64.3.396,0.0004909866216373256
10.1001/archneur.55.12.1509,0.0014722860245196022
10.1111/j.1750-3639.2005.tb00504.x,0.0002845099798785564
10.1097/00001756-200107030-00010,0.0006387130589041648
10.1016/s0002-9440(10)65682-9,0.001512727083472969
10.1016/s0002-9440(10)64947-4,0.0007076273858517942
17039976,9.924357785503616e-05
15975052,0.00019859193144682803
10.1016/j.jneuroim.2007.04.022,8.893611066972449e-05
10.1016/j.pharmthera.2004.04.002,0.000114587157326045
10.1097/00001756-199310000-00006,0.0030261461951499183
10.1097/00001756-199707070-00012,0.0018481858885103
10.1097/00001756-199810050-00013,0.0012462271967170568
10.1111/j.1750-3639.2001.tb00390.x,0.0006163446853942632
10.1097/00001756-199612200-00031,0.00167402196400286
10.1006/mcne.2001.0972,0.00026793658299242693
10.1046/j.1471-4159.1997.69041580.x,8.893611066972449e-05
10.1007/bf00294256,0.0020879562265895338
10.1007/s00401-003-0794-y,0.00031832933064789346
10.1212/wnl.45.7.1302,0.0029180713251188597
10.1212/wnl.59.8.1170,0.0005615333162671247
10.1055/s-2003-38616,8.893611066972449e-05
10.1073/pnas.0603386103,9.924357785503616e-05
10.1016/s0140-6736(98)05208-8,0.001226324365431615
8156142,0.0030068199179781505
8156143,0.001981218620375619
7992830,0.0012475337920881061
7992832,0.0029630078202609305
8178939,0.002682892343742423
8291607,0.003550801367406744
10.1517/13543784.10.7.1265,0.0005242185615633649
8939201,8.893611066972449e-05
10.1016/s0002-9440(10)62994-x,0.0003607248648764025
8885477,8.893611066972449e-05
10.1016/0304-3940(92)90241-x,0.002897133207140623
10.1016/s0002-9440(10)63089-1,0.0005342095714228117
10.1358/dnp.2006.19.9.1050424,8.893611066972449e-05
10.1136/jnnp.63.6.776,0.0010791244154262386
10.1212/wnl.53.8.1671,0.0010371793155008614
10.1016/s0168-0102(98)00020-0,0.0010934174540411555
10.1016/s1474-4422(07)70171-0,9.924357785503616e-05
10.1007/bf00186623,0.0024681012232179817
10.1136/jnnp.60.3.251,0.0015633247796101488
10.1136/ard.2004.025494,9.924357785503616e-05
10.1103/physrevlett.89.208701,8.893611066972449e-05
10.1002/(sici)1097-4547(20000215)59:4<553::aid-jnr11>3.0.co,8.893611066972449e-05
2-4,0.002895260554811257
10.1002/jemt.20186,0.00023625190894492504
10.1097/01.wad.0000183081.76820.5a,9.924357785503616e-05
10.1093/brain/awl020,0.0001276727277614267
10.1002/ana.410380619,0.001980049744583253
10.1016/s0140-6736(94)91208-4,0.0030996250453574166
10.1016/s0304-3940(00)01485-3,0.0010840982497636934
1333783,0.0013009399312484012
10.1007/s004150050005,0.0010225986176476036
10.1007/s004150050087,0.0015953824243144083
10.1007/s00401-007-0281-y,8.893611066972449e-05
10.1007/s00401-006-0079-3,8.893611066972449e-05
10.1007/s00401-005-1035-3,0.0002483673914549212
10.1002/ana.410410116,0.0007795325469786665
10.1212/01.wnl.0000071219.85847.4e,0.0004682826599530224
10.1002/mus.880180914,8.893611066972449e-05
10.1001/jama.298.21.2517,8.893611066972449e-05
10.1002/ana.410400223,0.001935464224042905
10.1002/ana.410390615,0.0020080874103858806
10.1002/ana.410400608,0.002063365922453707
10.1016/s0046-8177(97)90002-2,0.0015353033183537557
10.1016/s0046-8177(98)90425-7,0.0012848718720639262
10.1016/0140-6736(92)90388-j,0.0037641020524432954
10852549,0.0007226642915874057
10.1016/j.nmd.2005.01.011,8.893611066972449e-05
10.1002/neu.480250505,0.0008820397590153264
10.1093/jnen/59.7.592,0.0011664214479582679
10.1093/jnen/63.6.650,0.00015327678659561483
10.1093/jnen/60.1.1,0.0013599382151526943
10.1212/wnl.42.4.897,0.0036818752062719455
10.1002/mus.20338,8.893611066972449e-05
10.1016/s0304-3940(00)01156-3,0.0010325860219131508
10762172,0.0010664909048519727
10.1111/j.1365-2133.2000.03746.x,8.893611066972449e-05
10.1046/j.1365-2613.2000.00156.x,8.893611066972449e-05
10.1111/j.1471-4159.2006.03668.x,0.00013231537240729677
10.1111/j.1471-4159.2005.03584.x,0.00010992279540134752
10.1097/00005072-199605000-00009,0.0016953956458328756
10.1007/s00415-004-0353-z,9.924357785503616e-05
10.1007/s00415-003-0204-3,0.0001777338762784072
10.1007/s00415-003-1046-8,0.00010788718807910035
10.1212/wnl.51.6_suppl_5.s37,0.001309177801148955
10.1111/j.1399-0039.2004.00310.x,0.0002451752240084297
10.1007/978-1-4615-1249-3_18,8.893611066972449e-05
10.1097/00001756-199306000-00055,0.00237800528221853
10.1097/00002826-199210000-00001,0.0028866521443411956
10.1007/bf00334447,0.002917817106646787
10.1016/j.expneurol.2006.12.014,0.00010992279540134752
10.1136/ard.52.2.147,0.002530508923436211
10.1093/hmg/ddi426,9.924357785503616e-05
10.1053/apmr.2000.5585,8.893611066972449e-05
10.1212/wnl.48.3.712,0.002219498131841856
10.1002/ana.410390122,0.0020961855320200187
10.1046/j.1365-2133.1999.03172.x,0.0004548594603326562
10.1073/pnas.0608885104,8.893611066972449e-05
10.1016/0006-8993(95)00917-f,0.0008944929028952603
10.1016/s0140-6736(03)14368-1,0.0006092452973878608
10.1016/0960-8966(93)90021-b,0.0018954635598193614
10.1016/s0960-8966(00)00144-9,0.0007105158080893387
10.1016/s0960-8966(00)00219-4,0.00033690898645971135
10.1016/s0960-8966(01)00194-8,0.0005288576638780849
9546349,0.0017338723381080613
10.1016/s0002-9440(10)65680-5,0.0012521766205924392
10.1002/ana.410440215,0.0011145849774035098
10.1038/ncpneuro0261,0.00015596585302711684
10.1046/j.1471-4159.2003.01798.x,0.0006032872367589942
10.1097/01.jnen.0000228204.19915.69,8.893611066972449e-05
10.1097/00005072-199611000-00001,0.0018255728491436
10.1093/hmg/ddm037,8.893611066972449e-05
10.1212/wnl.53.9.2184,0.00010788718807910035
10.1002/mus.10550,0.00010992279540134752
10.1002/mus.10462,0.00037110613452185037
10.1002/mus.10313,0.000701430889870007
10.1067/mai.2003.92,8.893611066972449e-05
10.1002/ana.410340408,0.0033085832640275138
10.1002/ana.410400407,0.001800690170608819
10.1002/ana.410370615,0.0017565511749152523
10.1007/s002510050528,0.0011694334764054284
10.1093/ageing/afj014,8.893611066972449e-05
7925489,0.0012276922328125811
10.1097/00001756-199505090-00024,0.0013455655754753759
10.1145/1217821.1226695,4.838124420433013e-05
10.1093/brain/123.9.1964,4.489926071992757e-05
10.1016/s0169-7552(98)00110-x,0.00014938226041721588
10.1109/mc.2005.423,4.489926071992757e-05
10.1016/j.joi.2006.06.001,4.489926071992757e-05
10.1145/1147376.1147381,5.609419617893347e-05
10.1145/1168092.1168093,4.489926071992757e-05
10.1177/0165551506062327,4.489926071992757e-05
10.1038/439770a,4.489926071992757e-05
10.1145/2362499.2362502,5.5996810421678385e-05
10.1371/journal.pcbi.1000361,0.0001892692192252729
10.1145/503124.503150,4.838124420433013e-05
10.1087/2009202,0.00018898923517316455
10.1007/978-3-540-89197-0_56,4.838124420433013e-05
10.1007/978-3-540-87877-3_11,0.00010205418699350885
10.1136/bmj.a568,0.0
10.1371/journal.pbio.0040157,0.00015930409677035527
10.1136/bmj.329.7465.546,0.00017477932292028192
10.1136/bmj.330.7494.759,0.00012334483868476815
10.1136/bmj.38359.695220.82,0.00010337872693232931
10.1136/bmj.38422.611736.e0,0.0001343923450120281
10.1136/bmj.330.7500.1097,2.0158851751804218e-05
10.1145/2494266.2494271,2.0158851751804218e-05
10.1093/bioinformatics/btq383,8.399521563251758e-05
10.1186/1751-0473-7-7,2.6878469002405623e-05
10.1186/1742-5581-3-1,0.00010009912593999336
10.1007/11669487_12,2.6878469002405623e-05
10.14778/1687553.1687577,2.6878469002405623e-05
10.1523/jneurosci.0003-08.2008,0.0
10.5860/crln.68.5.7804,2.0158851751804218e-05
10.1007/978-3-319-03524-6_29,0.0
10.1002/asi.23088,2.0158851751804218e-05
10.1145/2361354.2361396,2.0158851751804218e-05
10.1007/978-3-642-35176-1_26,2.0158851751804218e-05
10.1109/mis.2010.49,8.979852143985514e-05
10.1145/2494266.2494319,4.0317703503608436e-05
10.1007/978-3-540-39964-3_52,6.0476555255412655e-05
10.1087/20110309,2.0158851751804218e-05
10.1007/978-3-642-33876-2_12,6.0476555255412655e-05
10.1002/asi.21591,8.231531131986722e-05
10.1016/j.websem.2012.08.001,8.063540700721687e-05
10.1073/pnas.0407743101,0.0
10.1177/016224399101600404,0.0002210400411382041
10.1192/bjp.183.4.273,2.0158851751804218e-05
10.1002/asi.10278,2.0158851751804218e-05
10.1002/asi.1123,4.0317703503608436e-05
10.1108/eum0000000007089,2.0158851751804218e-05
10.1126/science.144.3619.649,0.00029839193760538624
10.1177/007327537901700202,0.00029052462818776663
10.1073/pnas.0307852100,2.0158851751804218e-05
10.1007/s100510050359,0.00011728786473777
10.1002/(sici)1097-4571(199308)44:7<406::aid-asi6>3.0.co,4.0317703503608436e-05
2-8,0.0027162862252185014
10.1002/(sici)1097-4571(199312)44:10<590::aid-asi5>3.0.co,6.0476555255412655e-05
2-u,0.0015802776180065625
10.1007/bf02457980,0.0
10.1177/030631277500500403,0.0002891074348795337
10.1515/9781400820412,2.0158851751804218e-05
10.1002/(sici)1097-4571(198909)40:5<342::aid-asi7>3.0.co,0.00030750248465847386
10.1007/bf02017065,0.0001228730011538543
10.1007/bf02018057,2.0158851751804218e-05
10.1007/bf02017064,0.000129016651211547
10.1007/bf02016669,0.00011651816312542839
10.1177/030631285015001005,0.00016171878849780715
10.1108/eb026703,0.000248625838272252
10.1177/030631284014001006,4.535741644155949e-05
10.1038/227669a0,2.0158851751804218e-05
10.1177/030631277400400102,0.000196671724407846
10.1177/030631277400400305,2.0158851751804218e-05
10.1017/cbo9780511814563,2.0158851751804218e-05
10.1007/978-1-349-16161-4,2.0158851751804218e-05
10.1093/spp/18.5.319,0.00013232477047338154
10.1186/2041-1480-1-s1-s6,5.5996810421678385e-05
10.1145/945645.945664,5.5996810421678385e-05
10.1007/978-3-642-33876-2_35,5.5996810421678385e-05
10.3115/1654595.1654612,5.5996810421678385e-05
10.1016/j.jbi.2008.04.010,0.00014348359188048884
10.1007/11595014_22,7.257186630649519e-05
10.1007/978-3-642-22630-4_1,5.5996810421678385e-05
10.3233/sw-2012-0073,5.5996810421678385e-05
10.3233/sw-130098,5.5996810421678385e-05
10.1016/j.websem.2013.05.001,0.0
10.1002/asi.20702,2.0158851751804218e-05
10.1007/978-3-642-33290-6_25,2.0158851751804218e-05
10.1108/00220410610673873,2.0158851751804218e-05
10.1016/j.websem.2003.07.007,2.0158851751804218e-05
10.1007/978-3-642-30284-8_25,2.0158851751804218e-05
10.1006/ijhc.1995.1081,0.00010020135135455625
10.3233/sw-2012-0045,2.0158851751804218e-05
10.1002/(sici)1097-4571(198909)40:5<342::aid-asi7>3.0.co;2-u,0.0
,0.015369423836184733
10.1007/s11192-009-0021-2,0.0
10.1016/j.joi.2006.08.001,6.45083256057735e-05
10.1016/s0306-4573(00)00047-9,0.00014399179822717297
10.1045/september2005-bauer,0.00020158851751804217
10.1016/j.joi.2006.12.001,4.535741644155949e-05
10.1007/s11192-005-0007-7,4.535741644155949e-05
10.3354/esep005033,0.00014844245380874014
10.1007/s11192-007-2071-2,2.0158851751804218e-05
10.1007/s11192-008-0220-2,4.535741644155949e-05
10.1007/s11192-008-0216-y,6.0476555255412655e-05
10.1007/s11192-008-0217-x,6.0476555255412655e-05
10.1007/s11192-006-0176-z,5.2673128770843274e-05
10.1007/s11192-006-0144-7,0.00010205418699350885
10.1007/s11192-006-0147-4,8.601110080769799e-05
10.1007/s11192-006-0142-9,5.3756938004811246e-05
10.1007/s11192-006-0090-4,0.00010205418699350885
10.1023/a:1016090601710,0.00010751387600962249
10.1186/1742-5581-3-7,0.00010323775594105795
10.1002/asi.20874,4.0317703503608436e-05
10.1002/asi.20771,6.0476555255412655e-05
10.1002/asi.20677,0.00010079425875902108
10.1002/asi.20609,8.063540700721687e-05
10.1002/asi.20584,0.00010367409472356455
10.1515/libr.2005.170,0.00012946462569492041
10.1002/asi.10192,7.257186630649519e-05
10.1016/j.joi.2008.11.001,2.0158851751804218e-05
10.1073/pnas.0507655102,0.0002067454330824572
10.1002/asi.4630240406,0.00027805312761109265
10.1016/0020-0271(68)90006-5,0.000225064648672042
10.1103/physrev.175.2195,0.00021584095410689738
10.1016/0370-2693(68)90255-4,0.00021584095410689738
10.1002/asi.5090140103,0.00042528047055815906
10.1145/321186.321188,0.00040067322860831245
10.1016/0020-0271(71)90008-8,0.00021584095410689738
10.1145/1816123.1816198,0.0
10.1108/jd-07-2012-0082,0.0
10.1177/030631277700700112,0.0003907715878042048
10.1177/030631277800800305,0.0002222513405636415
10.1126/science.159.3810.56,0.00020759328186964343
10.1002/1097-4679(197710)33:4<1157::aid-jclp2270330453>3.0.co,0.00017562391646171836
2-b,0.002513658374257808
10.1007/bf02129604,0.00024694593395960165
10.2307/2657504,8.601110080769799e-05
10.1037/h0081472,0.00028261535853985715
10.1109/bibmw.2009.5332080,2.0158851751804218e-05
10.1002/asi.4630360402,0.00022196413111664
10.1007/bf02458391,0.00015196672859052408
10.1007/bf02458395,2.0158851751804218e-05
10.1007/bf02458393,6.45083256057735e-05
10.1016/j.cub.2007.06.014,2.0158851751804218e-05
10.1177/016555150102700101,9.877837358384066e-05
10.1007/s11192-005-0255-6,4.0317703503608436e-05
10.1007/s11192-005-0028-2,2.0158851751804218e-05
10.1023/b:scie.0000027310.68393.bc,2.0158851751804218e-05
10.1038/468763a,2.0158851751804218e-05
10.1002/asi.21466,2.0158851751804218e-05
10.1002/asi.21228,7.167591733974833e-05
10.1016/j.joi.2006.10.001,2.0158851751804218e-05
10.1016/j.ipm.2011.12.001,2.0158851751804218e-05
10.1038/493159a,6.45083256057735e-05
10.1371/journal.pone.0021101,6.299641172438818e-05
10.1371/journal.pone.0050109,5.039712937951054e-05
10.6084/m9.figshare.104629,5.039712937951054e-05
10.1038/473285a,9.877837358384066e-05
10.1038/489496a,5.039712937951054e-05
10.5061/dryad.j1fd7,5.039712937951054e-05
10.1126/science.149.3683.510,0.000430919454827853
10.1021/c160004a011,0.00034900470251032686
10.1002/asi.5090110105,0.0003452384647134528
10.1002/asi.5090140304,0.00033530406654799533
10.1038/495437a,2.0158851751804218e-05
10.1126/science.1212540,2.6878469002405623e-05
10.1088/1126-6708/2009/09/096,2.6878469002405623e-05
10.3998/3336451.0011.203,2.6878469002405623e-05
10.3389/fncom.2012.00019,2.6878469002405623e-05
10.1087/09531519950145896,2.6878469002405623e-05
10.5281/zenodo.6759,2.6878469002405623e-05
10.1042/bj20091474,6.0476555255412655e-05
10.1016/s0958-1669(97)80118-8,5.198861767570561e-05
10.1016/j.bpc.2007.11.004,5.198861767570561e-05
10.1016/j.ejps.2005.11.005,5.198861767570561e-05
10.1126/science.1121422,7.77555710426734e-05
10.1038/nrg1872,6.45083256057735e-05
10.1093/bib/bbn043,6.45083256057735e-05
10.1093/bib/bbp024,5.198861767570561e-05
10.1093/bib/bbp031,5.198861767570561e-05
10.1038/nbt1346,0.00023394877954067527
10.1038/nbt1008-1099,6.45083256057735e-05
10.1038/nbt1492,5.198861767570561e-05
10.1038/nbt0609-508,7.598336429526204e-05
10.1038/nrg2414,7.77555710426734e-05
10.1093/embo-reports/kvf104,0.00015875095754545822
10.1093/nar/gkn785,5.198861767570561e-05
10.1038/89424,6.45083256057735e-05
10.1093/bioinformatics/btl534,7.422122690437007e-05
10.1038/438548a,5.198861767570561e-05
10.1126/science.291.5507.1260,5.198861767570561e-05
10.1093/bioinformatics/btp329,5.198861767570561e-05
10.1042/bj20020957,5.198861767570561e-05
10.1093/protein/10.6.673,5.198861767570561e-05
10.1093/nar/gkj120,9.215475086539071e-05
10.1016/s0968-0004(99)01382-1,5.198861767570561e-05
10.1093/nar/gkl950,0.00017327013053336482
10.1039/b902178g,5.198861767570561e-05
10.1126/science.1157784,7.598336429526204e-05
10.1126/science.290.5491.471,7.77555710426734e-05
10.1371/journal.pbio.0060240,9.733845560156893e-05
10.1093/nar/gkn664,7.598336429526204e-05
10.1042/bj20081256,5.198861767570561e-05
10.1136/bmj.2.5094.502,5.198861767570561e-05
10.1002/cfg.359,7.598336429526204e-05
10.1016/s0140-6736(00)82040-1,6.45083256057735e-05
10.1016/s0140-6736(05)74769-3,5.198861767570561e-05
10.1371/journal.pcbi.0020090,5.198861767570561e-05
10.1371/journal.pcbi.1000204,5.198861767570561e-05
10.1371/journal.pcbi.1000247,5.198861767570561e-05
10.1016/s0167-7799(01)01792-9,5.198861767570561e-05
15360782,5.198861767570561e-05
10.1016/s0097-8485(01)00069-9,6.45083256057735e-05
18846079,6.45083256057735e-05
10.1038/417119a,6.45083256057735e-05
10.1016/s1387-2656(02)08003-1,5.198861767570561e-05
10.1186/gb-2005-6-2-r21,0.00016537091945547866
10.1641/0006-3568(2002)052[0937:os]2.0.co,5.198861767570561e-05
2,0.001969212667271691
10.1186/1471-2105-8-17,0.00034357695159596756
10.1038/455047a,7.77555710426734e-05
10.1016/j.pbi.2004.03.008,5.198861767570561e-05
10.1038/75556,0.000422848172632603
10.1186/1471-2105-10-s6-s19,7.598336429526204e-05
10.1087/095315107x243884,0.0001463383312353195
10.1038/npre.2009.3092.1,7.598336429526204e-05
10.1038/npre.2009.3495.1,5.198861767570561e-05
10.1038/npre.2009.3561.1,5.198861767570561e-05
10.1038/418125a,7.77555710426734e-05
10.1111/j.1365-313x.2007.03291.x,6.45083256057735e-05
16373929,5.198861767570561e-05
10.1371/journal.pcbi.0010034,0.0003198791381748556
10.1016/j.febslet.2008.02.053,5.198861767570561e-05
10.1016/j.febslet.2008.02.070,5.198861767570561e-05
10.1016/j.febslet.2008.02.071,0.0002041083739870177
10.1016/j.febslet.2008.02.072,0.00020158851751804217
10.1016/j.febslet.2008.02.073,0.0002217473692698464
10.1371/journal.pntd.0000228,0.00013170449811178756
10.1126/science.1135882,7.77555710426734e-05
10.1093/nar/gkn317,7.598336429526204e-05
10.1016/j.jbi.2010.03.002,5.198861767570561e-05
10.1093/nar/gkg095,0.00012959261840445567
10.1093/nar/gkg014,0.00012665017731024823
10.1038/448130b,0.00022216734534800898
10.1087/095315108x254476,0.00012347296697980082
10.1007/s10579-007-9019-7,0.00015745697719652486
10.1016/j.ympev.2006.04.006,0.00012347296697980082
17170276,0.0002568726412616265
10.1038/nbt.1411,0.0002210400411382041
10.1093/bib/bbn044,0.00012347296697980082
